Fredrik Oduya,1975-01-01T00:00:00+02:00,1975-05-31,male,{Stockholm|Sweden}
Fredrik Svensson (ice hockey),1975-01-01T00:00:00+02:00,1975-04-13,,{Stockholm|Sweden}
Pelle Prestberg,1975-01-01T00:00:00+02:00,1975-02-05,male,{Sweden|Karlstad}
Per Svartvadet,1975-01-01T00:00:00+02:00,1975-05-17,male,{Sweden|Sollefteå}
Peter Casparsson,1975-01-01T00:00:00+02:00,1975-03-14,,{Sweden|Falun}
Dick Tärnström,1975-01-01T00:00:00+02:00,1975-01-20,male,{Sweden|Sundbyberg Municipality}
Stefan Bergkvist,1975-01-01T00:00:00+02:00,1975-03-10,male,{Sweden|Leksand}
Markus Matthiasson,1975-01-01T00:00:00+02:00,1975-11-16,male,{Uppsala|Sweden}
Jan-Axel Alavaara,1975-01-01T00:00:00+02:00,1975-03-14,,{Sweden|Kiruna}
P. J. Axelsson,1975-01-01T00:00:00+02:00,1975-02-26,male,{Sweden|Kungälv}
Jesper Mattsson (ice hockey),1975-01-01T00:00:00+02:00,1975-05-13,male,{Malmö|Sweden}
Anders Eriksson (ice hockey born 1975),1975-01-01T00:00:00+02:00,1975-01-09,,{Sweden|Bollnäs}
Anders Söderberg,1975-01-01T00:00:00+02:00,1975-10-07,,{Sweden|Örnsköldsvik}
Andreas Hadelöv,1975-01-01T00:00:00+02:00,1975-07-23,,{Sweden|Kiruna}
Andreas Karlsson,1975-01-01T00:00:00+02:00,1975-08-19,,{Sweden|Ludvika}
Andreas Lilja,1975-01-01T00:00:00+02:00,1975-07-13,male,{Sweden|Helsingborg}
Mattias Remstam,1975-01-01T00:00:00+02:00,1975-01-25,,{Sweden|Nittorp}
Niclas Wallin,1975-01-01T00:00:00+02:00,1975-02-20,,{Sweden men's national ice hockey team|Boden Sweden}
Niklas Sundström,1975-01-01T00:00:00+02:00,1975-06-06,male,{Sweden|Örnsköldsvik}
Conny Strömberg,1975-01-01T00:00:00+02:00,1975-11-10,male,{Sweden|Örnsköldsvik}
Fredrik Emvall,1976-01-01T00:00:00+02:00,1976-06-28,male,{Sweden|Växjö}
Peter Högardh,1976-01-01T00:00:00+02:00,1976-05-25,male,{Sweden|Sn%C3%B6storp}
Mikael Gath,1976-01-01T00:00:00+02:00,1976-06-17,,{Sweden|Glumslöv}
Mikael Gerdén,1976-01-01T00:00:00+02:00,1976-10-01,male,{Stockholm|Sweden}
Mikael Samuelsson,1976-01-01T00:00:00+02:00,1976-12-23,male,{Mariefred|Sweden}
Kristofer Ottosson,1976-01-01T00:00:00+02:00,1976-01-09,male,{Stockholm|Sweden|Skarpnäck (borough)}
Johan Davidsson,1976-01-01T00:00:00+02:00,1976-01-06,male,{Sweden|Jönköping}
Johan Molin,1976-01-01T00:00:00+02:00,1976-10-25,male,{Sweden|Nacka}
